delta,volume,bid,median_price,ask,open_interest,price,strike,option_type,insert_date,update_time,expiration_date
-0.5937,,,378.9,,,,3950.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.6331,,,405.8,,,,4000.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.6704,,,434.7,,,,4050.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.7057,,,465.8,,,,4100.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.7389,,,499.0,,,,4150.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.7694,,,534.2,,,,4200.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.7841,,,552.5,,,,4225.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.7979,,,571.2,,,,4250.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8108,,,590.4,,,,4275.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8236,,,610.0,,,,4300.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8355,,,630.0,,,,4325.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8468,,,650.4,,,,4350.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8577,,,671.2,,,,4375.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8678,,,692.3,,,,4400.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.8865,,,735.5,,,,4450.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.903,,,779.8,,,,4500.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9176,,,825.2,,,,4550.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9303,,,871.7,,,,4600.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9413,,,918.9,,,,4650.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9518,,,966.8,,,,4700.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9597,,,1015.2,,,,4750.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9676,,,1064.0,,,,4800.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9734,,,1113.1,,,,4850.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9772,,,1162.4,,,,4900.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9805,,,1211.9,,,,4950.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
-0.9841,,,1261.5,,,,5000.0,P,2022-04-24,2022-04-24 18:28:47.514736,SET22
